File,Size,Path,Technical_v1,Baseline_v2,CoT_v3,Action_v4,Intent_v5,Referenced_v6,Selected version,Comments
001bc440336d33ad68d9a2fe037e25a97c1ffc78.xlsx,19,path_0,Can you help me highlight the changes in APS values and mark any special conditions for different areas? Highlight cells in columns J to N from rows 3 to 23 in green where the APS requested for a city or town is present. Highlight cells in columns J to N from rows 3 to 23 in yellow where the 2022 APS is a decrease from the 2021 APS. Use red text for areas where FY22 FMRs are being re-evaluated by HUD and will cause FY21 APS to provisionally remain in place.,"Apply conditional formatting to the range J3:N23 in the 'Payment Standard Final' sheet, highlighting cells in yellow where the 2022 APS is less than the 2021 APS.",Highlight cells with values less than 0 in the range J3:N23.,Highlight cells where the 2022 APS is less than the 2021 APS.,Can you help me see where the 2022 APS values are lower than the 2021 APS values?,Can you highlight any negative numbers in this selected range?,,
0033986f3b5cff9476c6097bc2cfc1e2ea5bdca0.xlsx,14,path_0,"Can you show me the total number of units at the bottom of the list? The formula pattern identified is '=SUM(args_1)' applied over the range B53:F53 to calculate the total units, with an example formula being '=SUM(B4:B52)'.",Calculate the total units and total points for the GPA calculation table.,Calculate total units and total points.,"Calculate and display total units and points at the bottom, labeled as 'TOTAL UNITS' and 'TOTAL POINTS'.",Can you show me the total units and points for all my courses?,Can you calculate the total units and total points for the selected range and show the results at the bottom?,,
004ab9e8b2d062b61d6ff6af78cbfdd37369d8f5.xlsx,18,path_0,Can you show me the revenue values for different performance levels of salespeople? The revenue values in column O from row 10 to row 24 are calculated using the formula =C4*(N10^C5).,Can you update the table to calculate and display the revenue in column O based on the formula =Revenue per Salesperson * (N^Diminishing Return)?,Compute revenue values in column O.,Calculate and display revenue values in the table using a formula.,Can you help me label the revenue column and calculate the revenue values for each entry?,Can you help me calculate and show the revenue for each value in this column based on the given formula?,,
0058a5ef87a6efef85b904b907cf7156283c6a90.xlsx,23,path_0,Can you help me complete the scores for each criterion and calculate the overall score? The scores for each criterion (ranging from 0.0 to 5.0) are used to calculate the overall score using a weighted average formula across ranges J10:J28. The final overall score is determined by summing the weighted scores for each criterion.,Please update the rubric table by filling in the scores for each criterion in the 'Levels' columns and calculate the weighted scores in the 'Over Range' column using the provided formula template.,"Calculate criterion scores using weights and levels, and ensure clarity and logical identification of figures, tables, and equations.",Calculate and populate weighted scores for each criterion based on weights and levels.,Can you help me fill in the scores and levels for each criterion in the rubric?,Can you help me fill in the missing scores for the selected criteria and calculate the overall scores based on the weights and levels provided?,,
006a33fd07fff0a66656db14666fc6db48455105.xlsx,22,path_0,"Can you help me ensure all unknown cargo is screened and explain any discrepancies? The formula used is =IF(args_1>0,((args_2+args_3)/args_4)*100,'') as seen in {'H27': '=IF(F27>0,((D27+E27)/F27)*100,'')'}.",Can you help me update the Excel sheet to include the month 'March' in the 'Phase 4' section and calculate the screening percentage for March?,"Clean up the table, ensure all necessary fields are filled, and calculate the screening percentages correctly.",Organize the data for better readability and add necessary calculations.,Can you help me make sure the security screening report is accurate and complete for submission?,Can you show the percentage of cargo that has been screened for this column based on the selected range?,,
006a33fd07fff0a66656db14666fc6db48455105.xlsx,22,path_1,"Can you help me understand the security screening process for unknown cargo and identify any issues with the screening percentages? The formula pattern used is =IF(args_1>0,((args_2+args_3)/args_4)*100,'').","Can you help me calculate the screening percentage for each month by dividing the sum of X-ray and alternative screening methods by the total gross weight of unknown cargo, and then multiply by 100?",Add a formula to calculate the percentage of screened cargo.,"Clean up the worksheet, organize and label fields clearly, and add formulas to calculate percentages.",Can you show me the percentage of cargo screened each month?,Can you show the percentage of cargo that has been screened for this range?,,
0078173ebfa1db3ea61bb508f3c7eef964ad1684.xlsx,15,path_0,Can you help me correct the data and calculate the aggregated yield for each crop? The aggregated yield is calculated using the formula Production (mt) / Area (ha) across the range E4:E17. The corrected date values are used to ensure accurate calculations.,Can you calculate the aggregated yield for the first season by dividing the production by the area for each crop and add this new column to the table?,Add Aggregated yield column in the First Season section.,Add and calculate 'Aggregated yield' for each crop in the 'First Season' section and ensure consistent column labels.,Can you show me the aggregated yield for each crop in the first season?,Can you show the yield efficiency for each crop based on the selected range?,,
0078173ebfa1db3ea61bb508f3c7eef964ad1684.xlsx,15,path_1,"Can you help me fill in the missing crop data and correct any inaccuracies for the AAS 2018 Agricultural year? The formula pattern identified is =args_1+args_2, used to calculate the total area and annual aggregated yield. For example, in cell J12, the formula is =D12+G12.",Please sum the values in columns D and G for rows 12 to 15 and place the results in column J.,Add a new column with the header 'Crop Area (Ha) and Production(MT) for the AAS 2018 Agricultural year' and calculate the sum of values from columns D and G for each row.,Correct the data in the table and ensure the total area and aggregated yield values are accurate.,Can you help me make sure the crop data for 2018 is accurate and complete?,Can you add up the values from the first and second seasons to show the total annual figures for the selected crops?,,
0078173ebfa1db3ea61bb508f3c7eef964ad1684.xlsx,15,path_2,"Can you help me see the total production for each crop in 2018? The total production for each crop is calculated by summing the first and second season production values across ranges J4:J19. For example, the total production for Maize is determined using J4 = C4 + D4.","Can you update the 'AAS 2018_PRODUCTION & AREA' sheet to include a new column 'Total Production (mt)' in column J, which sums the production values from the first and second seasons for each crop?",Compute total production for each crop.,Correct the crop name in cell B4 and calculate the total production for the agricultural year.,Can you help me correct the crop name and show the total production for each crop in 2018?,Can you update the crop name to 'Maize' and add a new column to show the total production for each crop based on the selected range?,,
008b0d9153c87bb110777a70a235170eeca7d1f9.xlsx,25,path_0,Can you help me make sure all the data is accurate and complete? The flow rates Q (ranging from 0.1Q_max to 1.5Q_max) are used to calculate system pressure drops using Q²R formulas for both upstream (R_up) and downstream (R_dn) components across ranges D14:D29 and F14:F29. Final pressures P1 and P2 are determined using P1 = C9 - Q²R_up + K38 and P2 = C10 + Q²*R_dn - K39 respectively.,Can you help me update the table by adding a new column 'I' with calculated values based on the formula 'I = H/4' for the range I92 to I93?,"Clean up the worksheet, ensure consistent formatting, and add a formula in I92 to calculate I91/4.","Clean up the data by removing empty columns and rows, aligning relevant data, removing duplicates, and verifying calculations.",Can you help me tidy up the data and add a column that shows specific calculations?,Can you show me what a quarter of the value in this cell is and put the result in the cell below?,,
