File,Size,Path,Technical_v1,Baseline_v2,CoT_v3,Action_v4,Intent_v5,Referenced_v6,Selected version,Comments
001faf31bd681956125c4e0b36238330851c7667.xlsx,28,path_0,Can you show me the average copper wire prices for each month? The average copper wire prices for each month are calculated using the formula =AVERAGE(B7:B18) for the range B19:I19.,Please calculate the average values for each month from January to December for the years 2021 to 2015 and display the results in a new row labeled 'AVERAGE'.,Calculate and display the average values for each month.,Add an 'AVERAGE' row at the bottom and calculate monthly averages.,Can you show me the average copper prices for each month over the years?,Can you show the average values for each month in the selected range?,,
001faf31bd681956125c4e0b36238330851c7667.xlsx,28,path_1,"Can you show me the average monthly values for each year? The average values are calculated using the formula =AVERAGEA(args_1) over the range J19:AH19, for example, {'AA19': '=AVERAGEA(AA7:AA18)'}.",Can you calculate the average value for each month across the years and add a new row at the bottom of the table to display these averages?,Calculate and display the average values for each year from 1990 to 2021 in row 19.,Calculate yearly averages and display them.,Can you show me the average value for each month over the years?,Can you show the average values for each month in the selected range of years?,,
003b7d3114349a0b1641c917159830d7068b8afe.xlsx,45,path_0,"Can you show me the total power consumption for each appliance based on their daily usage? The 'Total Watts' column is calculated by multiplying the power consumption (column D) by the daily usage hours (column F) for each appliance. The formula template used is '=args_1*args_2', applied over the range G4:G12.","Add a new column to the table that calculates the total watts for each appliance by multiplying the daily usage hours by the power consumption, and populate this column with the calculated values.",Display total watts for each appliance.,Add a column for total power consumption and calculate it for each appliance.,Can you show me the total power used by each appliance based on how long they are used daily?,Can you show me the total power consumption in watts for each appliance based on their daily usage?,,
003b7d3114349a0b1641c917159830d7068b8afe.xlsx,45,path_1,"Can you help me see how much power each appliance uses and how they are wired? The 'Amps/hr' column is calculated using the formula template '=args_1/12' applied over the range E4:E12. Example: E10 = D10/12. Descriptions for solar panel performance are added in cells E23 and E24. Wire color information is added in cells E32, E34, E36, E37, E38, E39, E40, and E41.","Please add a new column 'Amps/hr' to the table and calculate its values by dividing the 'Daily Usage (Hrs)' by 12 for each appliance. Also, include wire color information for specific rows and label the solar panel data appropriately.","Update the worksheet to include new columns 'Amps/hr' and 'Wire Color' with calculated values, and add solar panel performance descriptions.",Calculate 'Amps/hr' for each appliance and add wire color information for components.,Can you help me see the power usage per hour for each appliance and show the wire colors for each one?,Can you show me the hourly power consumption for each appliance based on the selected daily usage values?,,
003b7d3114349a0b1641c917159830d7068b8afe.xlsx,45,path_2,"Can you help me organize the power consumption details and calculate the necessary values for better understanding? The power consumption values in column C (ranging from 7.5 to 75.0) are used to calculate the corresponding values in column D by dividing by 12. Headers for 'Watts', 'Amps', and 'Fuse Assignments' are added to organize the data better.","Can you add column headers for 'Watts' and 'Amps' in the appropriate rows and columns, and calculate the values for the 'Amps' column by dividing the corresponding 'Watts' values by 12?",Update the worksheet to match the final state by adjusting headers and cell values.,Add headers and units to the table and calculate power consumption in watts.,"Can you help me organize the power consumption details to include watts, amps, and fuse assignments?",Can you help me add some headers and calculate the wattage for the solar panel based on the selected range?,,
004b3f60cd0f0be9ed7313aca02e61d04381a45d.xlsx,39,path_0,Can you show the prices per sack in cents for Mielies? The prices for Mielies (ranging from 11.4 to 30.3) are divided by 10 to calculate the prices per sack in cents across the range C12:C31.,Can you convert the 'Marketing year' values in column B to 'R/c per sak' in column C by dividing the values in column B by 10?,Add a new column and calculate its values based on existing data.,Add a new column 'R/c per sak' and populate it with values from column B divided by 10.,Can you show the prices in a smaller unit for easier comparison?,Can you show the values in this column converted to a different unit by dividing each value by 10?,,
005c4598ec3835864e2030e995fa327a5fd83c64.xlsx,41,path_0,"Can you show me the total expenses and make sure the rate of return is labeled? The total expenses are calculated by summing up the values from B11 to B20 using the formula =SUM(B11:B20). The rate of return text is copied to cell B4, and a 'Base' label is added in cell B5.",Please calculate the total expenses by summing up the individual expense items and add a 'Base' label in cell B5.,"Add text in cells B4 and B5, and calculate total expenses in cell B21.","Complete the financial summary by adding a 'Base' label, copying the rate of return text, and calculating total expenses.",Help me complete the financial summary by adding missing details and calculating the total expenses.,"Can you help me label the base rate, copy the discount rate to the next column, and calculate the total expenses for the selected range?",,
006a68447c13b6b20bd7c223c3fe842366af697e.xlsx,12,path_0,Can you help me add a column to track buddy coaching hours and show the total hours at the end? The new column 'Buddy Hours' is added next to the 'Paid Hours' column. The total hours for 'Buddy Hours' are calculated using the formula `=SUM(F6:F20)` and displayed in cell F21.,Can you update the '1:1 Coaching' column header to 'Buddy' and calculate the total hours for the 'Buddy' column in the 'Coaching Log' sheet?,Add and total Buddy Hours column.,"Add a 'Buddy' column, fill it with hours, and calculate the total 'Buddy' hours.",Can you add a new category for 'Buddy' hours and show the total hours for it?,Can you update the column header to 'Buddy' and show the total hours for this column?,,
007de9300a6f817e3bf50ee32f592974066f7c22.xlsx,23,path_0,"Can you show me the total discount price for each item over four years? The formula for the new column is: `=IF(ISERROR(E4*G4*4),'This cell will autopopulate.',E4*G4*4)`, applied over the range H4:H11 and H17:H20.","Add a new column to calculate the total discount price for 4 years for each item in the Flex Agreements sections, and ensure the new column auto-populates with the appropriate formula.",Add and populate 'Total Discount Price (4 Years)' column in the table.,Add a column for total discount price over four years and populate it with calculated values.,Can you show me the total discounted price for each item over four years?,Can you add a column that shows the total discount price for four years for the selected items?,,
008bda8f936fd9ef3a24ccf21d927622f847abff.xlsx,33,path_0,"Can you show me the remaining percentage for each entry after subtracting the given percentage? The formula pattern is =IF(args_1>0,100%-args_2,0) and it is applied over cells F6:F69.",Add a new column to the table that calculates the difference between 100% and the percentage in the 'Percent' column for each row.,"Add new columns for 'November 2020', 'Sped', 'Avg', and 'Percent', and calculate values for the new 'Percent' column.",Add a new column showing the difference from 100% for each percentage value and populate it with the calculated values.,Can you show me the remaining percentage for each entry after subtracting the given percentage?,Can you add a new column next to the 'Percent' column that shows the remaining percentage for each row based on the selected range?,,
